Description,Price,Bedrooms,Bathrooms,Parking Spaces,Square Footage,Acres,Year Built,Type,Sub-Type,Style,Address,Community,City,Province,Postal Code
5 Bedrooms 2 Bathrooms Bungalow,444000.0,5,2,4,1227.0,0.13,1960,Single Family,Residential Detached Single Family,Bungalow,9431 61 Street Nw,Ottewell,Edmonton,Alberta,T6B 1N2
5 Bedrooms 2 Bathrooms Bungalow,539900.0,5,2,0,1096.0,0.12,1956,Single Family,Residential Detached Single Family,Bungalow,8516 147 Street Nw,Laurier Heights,Edmonton,Alberta,T5R 0X8
4 Bedrooms 2 Bathrooms Raised Bungalow,218000.0,4,2,0,933.0,0.13,1949,Single Family,Residential Detached Single Family,Raised Bungalow,10819 92 Street Nw,Mccauley,Edmonton,Alberta,T5H 1V5
3 Bedrooms 2 Bathrooms Bungalow,529900.0,3,2,0,1124.0,0.15,1954,Single Family,Residential Detached Single Family,Bungalow,9149 74 Avenue Nw,Ritchie,Edmonton,Alberta,T6E 1C9
2 Bedrooms 2 Bathrooms Bungalow,449900.0,2,2,0,1122.0,0.0,1950,Single Family,Residential Detached Single Family,Bungalow,Nw,Strathearn,Edmonton,Alberta,T6C 3P6
4 Bedrooms 2 Bathrooms Bungalow,234900.0,4,2,4,810.0,0.0,1952,Single Family,Residential Detached Single Family,Bungalow,12210 93 Street Nw,Delton,Edmonton,Alberta,T5G 1G1
4 Bedrooms 2 Bathrooms Bungalow,349900.0,4,2,0,739.0,0.1,1946,Single Family,Residential Detached Single Family,Bungalow,9653 83 Avenue Nw,Strathcona,Edmonton,Alberta,T6C 1C1
3 Bedrooms 2 Bathrooms Bungalow,199998.0,3,2,0,786.0,0.12,1943,Single Family,Residential Detached Single Family,Bungalow,11411 91 Street Nw,Alberta Avenue,Edmonton,Alberta,T5B 4A6
4 Bedrooms 3 Bathrooms Bungalow,465000.0,4,3,0,1237.0,0.0,1970,Single Family,Residential Detached Single Family,Bungalow,5828 144 Street Nw,Brookside,Edmonton,Alberta,T6H 4H4
3 Bedrooms 2 Bathrooms Bungalow,254900.0,3,2,4,784.0,0.0,1951,Single Family,Residential Detached Single Family,Bungalow,11923 64 Street Nw,Montrose,Edmonton,Alberta,T5W 4J4
4 Bedrooms 3 Bathrooms Bungalow,649999.0,4,3,4,1726.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,9539 146 Street Nw,Crestwood,Edmonton,Alberta,T5N 2Z2
4 Bedrooms 2 Bathrooms Bungalow,299800.0,4,2,4,1063.0,0.13,1969,Single Family,Residential Detached Single Family,Bungalow,11208 34 Street Nw,Beverly Heights,Edmonton,Alberta,T5W 1Y9
4 Bedrooms 2 Bathrooms Bungalow,318000.0,4,2,0,1066.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,13916 135 Avenue Nw Nw,Wellington,Edmonton,Alberta,T5L 3Y8
4 Bedrooms 2 Bathrooms Bungalow,474900.0,4,2,0,865.0,0.0,1955,Single Family,Residential Detached Single Family,Bungalow,9523 148 Street Nw,Crestwood,Edmonton,Alberta,T5N 3E3
3 Bedrooms 1 Bathrooms Bungalow,345000.0,3,1,0,1228.0,0.15,1961,Single Family,Residential Detached Single Family,Bungalow,5507 94a Avenue Nw,Ottewell,Edmonton,Alberta,T6Y 0Y6
4 Bedrooms 3 Bathrooms Hillside Bungalow,1250000.0,4,3,0,1816.0,0.0,1965,Single Family,Residential Detached Single Family,Hillside Bungalow,58 Valleyview Crescent Nw,Parkview,Edmonton,Alberta,T5R 5S9
3 Bedrooms 1 Bathrooms Bungalow,434900.0,3,1,0,1125.0,0.13,1954,Single Family,Residential Detached Single Family,Bungalow,14340 92 Avenue Nw Nw,Parkview,Edmonton,Alberta,T5R 5B2
5 Bedrooms 3 Bathrooms Bungalow,775000.0,5,3,0,1852.0,0.15,1991,Single Family,Residential Detached Single Family,Bungalow,617 Butterworth Wynd Nw,Bulyea Heights,Edmonton,Alberta,T6R 2G8
4 Bedrooms 2 Bathrooms Bungalow,549900.0,4,2,0,1206.0,0.17,1957,Single Family,Residential Detached Single Family,Bungalow,14508 95 Avenue Nw,Crestwood,Edmonton,Alberta,T5N 0A9
3 Bedrooms 2 Bathrooms Bungalow,674900.0,3,2,0,798.0,0.12,1950,Single Family,Residential Detached Single Family,Bungalow,10314/10314g 148 Street Nw,Grovenor,Edmonton,Alberta,T5N 3G5
4 Bedrooms 2 Bathrooms Raised Bungalow,289900.0,4,2,0,1150.0,0.16,1956,Single Family,Residential Detached Single Family,Raised Bungalow,11404 127 Avenue Nw,Calder,Edmonton,Alberta,T5E 0C6
2 Bedrooms 1 Bathrooms Bungalow,374900.0,2,1,0,790.0,0.14,1950,Single Family,Residential Detached Single Family,Bungalow,11031 64 Avenue Nw,Parkallen,Edmonton,Alberta,T6H 1T4
4 Bedrooms 2 Bathrooms Bungalow,366000.0,4,2,2,993.0,0.13,1955,Single Family,Residential Detached Single Family,Bungalow,8919 149 Street Nw,Parkview,Edmonton,Alberta,T5R 1B7
5 Bedrooms 3 Bathrooms Bungalow,624888.0,5,3,6,1310.0,0.0,1961,Single Family,Residential Detached Single Family,Bungalow,9104 69 Street Nw,Ottewell,Edmonton,Alberta,T6B 1V9
4 Bedrooms 3 Bathrooms Bungalow,360000.0,4,3,0,1309.0,0.0,1966,Single Family,Residential Detached Single Family,Bungalow,11536 42 Avenue Nw,Royal Gardens,Edmonton,Alberta,T6J 0W5
3 Bedrooms 1 Bathrooms Bungalow,230000.0,3,1,0,1021.0,0.14,1958,Single Family,Residential Detached Single Family,Bungalow,16131 109 Avenue Nw,Mayfield,Edmonton,Alberta,T5P 4E5
5 Bedrooms 2 Bathrooms Raised Bungalow,450000.0,5,2,0,996.0,0.13,1951,Single Family,Residential Detached Single Family,Raised Bungalow,10846 64 Avenue Nw,Allendale,Edmonton,Alberta,T6H 1T2
4 Bedrooms 2 Bathrooms Raised Bungalow,161000.0,4,2,0,874.0,0.09,1952,Single Family,Residential Detached Single Family,Raised Bungalow,9523 110 Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1H3
5 Bedrooms 3 Bathrooms Bungalow,545900.0,5,3,2,1238.0,0.13,1961,Single Family,Residential Detached Single Family,Bungalow,7008 91 Avenue Nw,Ottewell,Edmonton,Alberta,T6B 0R6
3 Bedrooms 3 Bathrooms Bungalow,438000.0,3,3,4,1393.0,0.14,1973,Single Family,Residential Detached Single Family,Bungalow,10723 42a Avenue Nw,Rideau Park,Edmonton,Alberta,T6J 2P6
4 Bedrooms 2 Bathrooms Bungalow,374900.0,4,2,0,1045.0,0.0,1964,Single Family,Residential Detached Single Family,Bungalow,8615 137 Avenue Nw,Glengarry,Edmonton,Alberta,T5E 1Y2
3 Bedrooms 1 Bathrooms Bungalow,159000.0,3,1,0,996.0,0.09,1916,Single Family,Residential Detached Single Family,Bungalow,11509 81 Street Nw,Parkdale,Edmonton,Alberta,T5B 2R9
3 Bedrooms 3 Bathrooms Bungalow,425000.0,3,3,5,1180.0,0.0,1968,Single Family,Residential Detached Single Family,Bungalow,8616 Connors Road Nw,Strathearn,Edmonton,Alberta,T6C 4B4
3 Bedrooms 3 Bathrooms Bungalow,599900.0,3,3,0,1073.0,0.0,1952,Single Family,Residential Detached Single Family,Bungalow,9211 93 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3T5
4 Bedrooms 2 Bathrooms Bungalow,400000.0,4,2,0,863.0,0.0,1957,Single Family,Residential Detached Single Family,Bungalow,10517 38 Street Nw,Beverly Heights,Edmonton,Alberta,T5W 2C8
4 Bedrooms 2 Bathrooms Bungalow,540000.0,4,2,2,1201.0,0.18,1955,Single Family,Residential Detached Single Family,Bungalow,8520 71 Avenue Nw,Avonmore,Edmonton,Alberta,T6C 0B5
2 Bedrooms 2 Bathrooms Bungalow,400000.0,2,2,4,886.0,0.1,1945,Single Family,Residential Detached Single Family,Bungalow,9729 83 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2B6
5 Bedrooms 2 Bathrooms Bungalow,449000.0,5,2,4,926.0,0.13,1962,Single Family,Residential Detached Single Family,Bungalow,12724 74 Street Nw,Balwin,Edmonton,Alberta,T5C 0W9
2 Bedrooms 1 Bathrooms Bungalow,259000.0,2,1,0,888.0,0.09,1944,Single Family,Residential Detached Single Family,Bungalow,9642 109 Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1C8
5 Bedrooms 3 Bathrooms Bungalow,434000.0,5,3,4,1234.0,0.14,1965,Single Family,Residential Detached Single Family,Bungalow,4707 111a Street Nw,Malmo Plains,Edmonton,Alberta,T6H 3G4
5 Bedrooms 3 Bathrooms Bungalow,354900.0,5,3,0,1821.0,0.0,1961,Single Family,Residential Detached Single Family,Bungalow,8828 131a Avenue Nw,Killarney,Edmonton,Alberta,T5E 0X2
3 Bedrooms 2 Bathrooms Bungalow,375000.0,3,2,2,942.0,0.19,1956,Single Family,Residential Detached Single Family,Bungalow,5307 105a Avenue Nw Nw,Fulton Place,Edmonton,Alberta,T6A 1C3
3 Bedrooms 2 Bathrooms Bungalow,279900.0,3,2,3,1154.0,0.22,1947,Single Family,Residential Detached Single Family,Bungalow,12330 75 Street Nw,Elmwood Park,Edmonton,Alberta,T5B 2B9
4 Bedrooms 3 Bathrooms Bungalow,364900.0,4,3,0,1017.0,0.14,1965,Single Family,Residential Detached Single Family,Bungalow,6108 140 Avenue Nw,York,Edmonton,Alberta,T5A 1G6
2 Bedrooms 1 Bathrooms Bungalow,319911.0,2,1,0,952.0,0.14,1952,Single Family,Residential Detached Single Family,Bungalow,11614 111 Avenue Nw,Prince Rupert,Edmonton,Alberta,T5G 0E1
1 Bedrooms 0 Bathrooms Bungalow,299000.0,1,0,0,678.0,0.17,1949,Single Family,Residential Detached Single Family,Bungalow,11912 123 Street Nw,Prince Charles,Edmonton,Alberta,T5L 0G8
4 Bedrooms 2 Bathrooms Bungalow,514900.0,4,2,0,1085.0,0.0,1959,Single Family,Residential Detached Single Family,Bungalow,9623 74 St Nw,Ottewell,Edmonton,Alberta,T6B 2B8
4 Bedrooms 3 Bathrooms Bungalow,550000.0,4,3,4,1220.0,0.14,1963,Single Family,Residential Detached Single Family,Bungalow,7219 86 Avenue Nw,Kenilworth,Edmonton,Alberta,T6B 0K6
4 Bedrooms 1 Bathrooms Bungalow,475000.0,4,1,5,1111.0,0.16,1954,Single Family,Residential Detached Single Family,Bungalow,9227 146 Street Nw,Parkview,Edmonton,Alberta,T5R 0W4
3 Bedrooms 2 Bathrooms Raised Bungalow,399999.0,3,2,4,881.0,0.1,1949,Single Family,Residential Detached Single Family,Raised Bungalow,10460 76 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6E 1L1
2 Bedrooms 1 Bathrooms Bungalow,300000.0,2,1,2,994.0,0.17,1940,Single Family,Residential Detached Single Family,Bungalow,11216 101 Street Nw,Spruce Avenue,Edmonton,Alberta,T5G 2A5
2 Bedrooms 2 Bathrooms Bungalow,280000.0,2,2,0,1125.0,0.0,1961,Single Family,Residential Detached Single Family,Bungalow,6028 141 Av Nw Nw,York,Edmonton,Alberta,T5A 1H8
3 Bedrooms 2 Bathrooms Bungalow,295000.0,3,2,0,1122.0,0.0,1975,Single Family,Residential Detached Single Family,Bungalow,9351 108 Avenue Nw,Mccauley,Edmonton,Alberta,T5H 1A1
8 Bedrooms 4 Bathrooms Bungalow,540000.0,8,4,0,1911.0,0.0,1960,Single Family,Residential Detached Single Family,Bungalow,12704 /06 92 St Street Nw Nw,Killarney,Edmonton,Alberta,T5E 3R2
3 Bedrooms 2 Bathrooms Bungalow,279500.0,3,2,0,865.0,0.13,1950,Single Family,Residential Detached Single Family,Bungalow,Nw,King Edward Park,Edmonton,Alberta,T6C 2G5
4 Bedrooms 2 Bathrooms Bungalow,449900.0,4,2,0,807.0,0.1,1945,Single Family,Residential Detached Single Family,Bungalow,9725 89 Avenue Nw,Strathcona,Edmonton,Alberta,T6E 2S1
5 Bedrooms 3 Bathrooms Bungalow,678000.0,5,3,0,2051.0,0.22,1958,Single Family,Residential Detached Single Family,Bungalow,154 Laurier Drive Nw,Laurier Heights,Edmonton,Alberta,T5R 5P9
3 Bedrooms 2 Bathrooms Bungalow,345000.0,3,2,0,769.0,0.0,1950,Single Family,Residential Detached Single Family,Bungalow,12219 123 Street Nw,Prince Charles,Edmonton,Alberta,T5L 0H7
3 Bedrooms 3 Bathrooms Bungalow,339900.0,3,3,0,1238.0,0.18,1978,Single Family,Residential Detached Single Family,Bungalow,11 Hunt Road Nw,Overlanders,Edmonton,Alberta,T5A 4C3
5 Bedrooms 3 Bathrooms Raised Bungalow,524700.0,5,3,0,1343.0,0.19,1958,Single Family,Residential Detached Single Family,Raised Bungalow,11422 Tower Road Nw,Prince Rupert,Edmonton,Alberta,T5G 0Y8
3 Bedrooms 3 Bathrooms Bungalow,350000.0,3,3,0,1119.0,0.0,1978,Single Family,Residential Detached Single Family,Bungalow,11503 142 Avenue Nw,Carlisle,Edmonton,Alberta,T5X 1L5
2 Bedrooms 1 Bathrooms Bungalow,224995.0,2,1,0,704.0,0.09,1917,Single Family,Residential Detached Single Family,Bungalow,11410 93 Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 1C4
3 Bedrooms 2 Bathrooms Bungalow,359900.0,3,2,0,990.0,0.16,1975,Single Family,Residential Detached Single Family,Bungalow,108 Henry Avenue Nw,Homesteader,Edmonton,Alberta,T5A 2X9
3 Bedrooms 2 Bathrooms Bungalow,339000.0,3,2,0,988.0,0.0,1951,Single Family,Residential Detached Single Family,Bungalow,11303 111 A Avenue Nw,Prince Rupert,Edmonton,Alberta,T5G 0E9
5 Bedrooms 3 Bathrooms Bungalow,481250.0,5,3,0,1126.0,0.14,1969,Single Family,Residential Detached Single Family,Bungalow,7335 149a Avenue Nw,Kilkenny,Edmonton,Alberta,T5C 2W5
4 Bedrooms 2 Bathrooms Bungalow,349800.0,4,2,2,1167.0,0.14,1964,Single Family,Residential Detached Single Family,Bungalow,7215 135a Avenue Nw,Delwood,Edmonton,Alberta,T5C 2H7
5 Bedrooms 3 Bathrooms Bungalow,749900.0,5,3,4,1650.0,0.0,1965,Single Family,Residential Detached Single Family,Bungalow,15412 Rio Terrace Drive Nw,Rio Terrace,Edmonton,Alberta,T5R 5M8
2 Bedrooms 1 Bathrooms Bungalow,299900.0,2,1,0,694.0,0.12,1947,Single Family,Residential Detached Single Family,Bungalow,8727 81 Avenue Nw,King Edward Park,Edmonton,Alberta,T6C 0W5
2 Bedrooms 1 Bathrooms Bungalow,275000.0,2,1,2,757.0,0.17,1940,Single Family,Residential Detached Single Family,Bungalow,11212 101 Street Nw,Spruce Avenue,Edmonton,Alberta,T5G 2A5
2 Bedrooms 1 Bathrooms Bungalow,149900.0,2,1,0,614.0,0.08,1910,Single Family,Residential Detached Single Family,Bungalow,11509 129 Avenue Nw,Calder,Edmonton,Alberta,T5E 0M4
4 Bedrooms 2 Bathrooms Bungalow,329800.0,4,2,0,665.0,0.0,1942,Single Family,Residential Detached Single Family,Bungalow,10721 73 Avenue Nw,Queen Alexandra,Edmonton,Alberta,T6J 1W7
3 Bedrooms 2 Bathrooms Bungalow,449900.0,3,2,0,1065.0,0.0,1963,Single Family,Residential Detached Single Family,Bungalow,11308 Malmo Road Nw,Malmo Plains,Edmonton,Alberta,T6H 4M2
3 Bedrooms 3 Bathrooms Bungalow,374900.0,3,3,0,1205.0,0.0,1974,Single Family,Residential Detached Single Family,Bungalow,4104 89 Street Nw,Tweddle Place,Edmonton,Alberta,T6K 1G3
4 Bedrooms 2 Bathrooms Raised Bungalow,269800.0,4,2,0,860.0,0.09,1951,Single Family,Residential Detached Single Family,Raised Bungalow,7515 112 Avenue Nw,Virginia Park,Edmonton,Alberta,T5B 0E4
4 Bedrooms 2 Bathrooms Bungalow,299000.0,4,2,0,952.0,0.0,1950,Single Family,Residential Detached Single Family,Bungalow,11350 110a Avenue Nw,Queen Mary Park,Edmonton,Alberta,T5H 1K3
1 Bedrooms 1 Bathrooms Bungalow,315000.0,1,1,0,743.0,0.1,1945,Single Family,Residential Detached Single Family,Bungalow,7566 110 Avenue Nw,Virginia Park,Edmonton,Alberta,T5B 0A4
3 Bedrooms 2 Bathrooms Bungalow,424700.0,3,2,4,964.0,0.14,1955,Single Family,Residential Detached Single Family,Bungalow,3630 Ada Boulevard Nw,Beverly Heights,Edmonton,Alberta,T5W 4M3
3 Bedrooms 2 Bathrooms Bungalow,238000.0,3,2,0,825.0,0.0,1949,Single Family,Residential Detached Single Family,Bungalow,10857 97 Street Nw,Mccauley,Edmonton,Alberta,T5H 2M6
4 Bedrooms 2 Bathrooms Bungalow,317500.0,4,2,0,984.0,0.15,1955,Single Family,Residential Detached Single Family,Bungalow,11325 51 Street Nw Nw,Highlands,Edmonton,Alberta,T5W 3G1
4 Bedrooms 1 Bathrooms Bungalow,214900.0,4,1,0,801.0,0.14,1951,Single Family,Residential Detached Single Family,Bungalow,12935 123a Street Nw,Calder,Edmonton,Alberta,T5L 0L1
4 Bedrooms 2 Bathrooms Bungalow,307500.0,4,2,3,906.0,0.14,1965,Single Family,Residential Detached Single Family,Bungalow,7203 Delwood Road Nw,Delwood,Edmonton,Alberta,T5C 3A8
4 Bedrooms 2 Bathrooms Bungalow,360000.0,4,2,4,907.0,0.13,1965,Single Family,Residential Detached Single Family,Bungalow,16509 91 Avenue Nw,West Meadowlark Park,Edmonton,Alberta,T5R 5A3
1 Bedrooms 1 Bathrooms Bungalow,125000.0,1,1,0,740.0,0.0,1929,Single Family,Residential Detached Single Family,Bungalow,11431 85 Street Nw,Parkdale,Edmonton,Alberta,T5B 3E1
3 Bedrooms 1 Bathrooms Bungalow,239900.0,3,1,4,939.0,0.09,1946,Single Family,Residential Detached Single Family,Bungalow,11950 62 Street Nw,Montrose,Edmonton,Alberta,T5W 4C6
4 Bedrooms 2 Bathrooms Bungalow,450000.0,4,2,0,829.0,0.09,1952,Single Family,Residential Detached Single Family,Bungalow,11158 66 Street Nw,Highlands,Edmonton,Alberta,T5B 1H2
4 Bedrooms 3 Bathrooms Bungalow,288000.0,4,3,0,1105.0,0.14,1975,Single Family,Residential Detached Single Family,Bungalow,3715 136 Avenue Nw,Belmont,Edmonton,Alberta,T5A 2N8
5 Bedrooms 2 Bathrooms Bungalow,429000.0,5,2,0,1077.0,0.14,1960,Single Family,Residential Detached Single Family,Bungalow,8020 162 Street Nw Nw,Elmwood,Edmonton,Alberta,T5R 2L7
5 Bedrooms 2 Bathrooms Bungalow,588800.0,5,2,3,1169.0,0.12,1961,Single Family,Residential Detached Single Family,Bungalow,10403 147 Street Nw,Grovenor,Edmonton,Alberta,T5N 3C4
5 Bedrooms 2 Bathrooms Bungalow,549888.0,5,2,4,1292.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,5904 102a Avenue Nw,Fulton Place,Edmonton,Alberta,T6A 0R6
4 Bedrooms 2 Bathrooms Bungalow,649900.0,4,2,0,1422.0,0.16,1958,Single Family,Residential Detached Single Family,Bungalow,14622 95 Avenue Nw,Crestwood,Edmonton,Alberta,T5N 0B3
5 Bedrooms 3 Bathrooms Bungalow,445000.0,5,3,0,1121.0,0.11,1977,Single Family,Residential Detached Single Family,Bungalow,11523 82 Street Nw,Parkdale,Edmonton,Alberta,T5B 2V7
2 Bedrooms 2 Bathrooms Bungalow,249000.0,2,2,0,777.0,0.11,1951,Single Family,Residential Detached Single Family,Bungalow,12057 79 Street Nw,Eastwood,Edmonton,Alberta,T5B 2L4
4 Bedrooms 2 Bathrooms Bungalow,379900.0,4,2,0,1152.0,0.13,1960,Single Family,Residential Detached Single Family,Bungalow,6015 95 Avenue Nw,Ottewell,Edmonton,Alberta,T6B 1A4
4 Bedrooms 3 Bathrooms Raised Bungalow,330000.0,4,3,0,1076.0,0.12,1977,Single Family,Residential Detached Single Family,Raised Bungalow,13519 24 Street Nw,Kernohan,Edmonton,Alberta,T5A 3S7
2 Bedrooms 2 Bathrooms Bungalow,769000.0,2,2,4,989.0,0.23,1949,Single Family,Residential Detached Single Family,Bungalow,9416 96 Street Nw,Bonnie Doon,Edmonton,Alberta,T6C 3Y8
3 Bedrooms 1 Bathrooms Bungalow,200000.0,3,1,0,1419.0,0.08,1929,Single Family,Residential Detached Single Family,Bungalow,12430 111 Avenue Nw,Inglewood,Edmonton,Alberta,T5M 2N6
2 Bedrooms 2 Bathrooms Bungalow,409900.0,2,2,0,982.0,0.09,1951,Single Family,Residential Detached Single Family,Bungalow,10707 69 Avenue Nw Nw,Allendale,Edmonton,Alberta,T6H 2C9
5 Bedrooms 2 Bathrooms Bungalow,359900.0,5,2,0,1012.0,0.0,1958,Single Family,Residential Detached Single Family,Bungalow,12404 135 Avenue Nw,Kensington,Edmonton,Alberta,T5L 3X2
6 Bedrooms 2 Bathrooms Bungalow,399900.0,6,2,0,1038.0,0.0,1962,Single Family,Residential Detached Single Family,Bungalow,10515 Lauder Avenue Nw,Lauderdale,Edmonton,Alberta,T5E 5R1
4 Bedrooms 3 Bathrooms Bungalow,369900.0,4,3,0,1070.0,0.14,1960,Single Family,Residential Detached Single Family,Bungalow,9313 163 Street Nw,Meadowlark Park,Edmonton,Alberta,T5R 2P4
4 Bedrooms 4 Bathrooms Bungalow,599900.0,4,4,0,1335.0,0.13,1980,Single Family,Residential Detached Single Family,Bungalow,Nw,Dunluce,Edmonton,Alberta,T5L 0L5
4 Bedrooms 2 Bathrooms Bungalow,385900.0,4,2,0,957.0,0.14,1954,Single Family,Residential Detached Single Family,Bungalow,9755 65 Avenue Nw,Hazeldean,Edmonton,Alberta,T6E 0K5
3 Bedrooms 2 Bathrooms Bungalow,559900.0,3,2,0,1482.0,0.13,1959,Single Family,Residential Detached Single Family,Bungalow,9640 Austin O'brien Road Nw,Ottewell,Edmonton,Alberta,T6B 2C2
3 Bedrooms 2 Bathrooms Bungalow,199999.0,3,2,0,877.0,0.0,1944,Single Family,Residential Detached Single Family,Bungalow,11318 92 Street Nw,Alberta Avenue,Edmonton,Alberta,T5G 0Z3
2 Bedrooms 2 Bathrooms Bungalow,325000.0,2,2,0,868.0,0.13,1950,Single Family,Residential Detached Single Family,Bungalow,8155 80 Avenue Nw,King Edward Park,Edmonton,Alberta,T6C 0S7
4 Bedrooms 2 Bathrooms Bungalow,279900.0,4,2,0,788.0,0.06,1928,Single Family,Residential Detached Single Family,Bungalow,10837 93 Street Nw,Mccauley,Edmonton,Alberta,T5H 1Y8
4 Bedrooms 3 Bathrooms Bungalow,675000.0,4,3,0,1313.0,0.0,1957,Single Family,Residential Detached Single Family,Bungalow,8803 145 Street Nw,Parkview,Edmonton,Alberta,T5R 0T7
4 Bedrooms 2 Bathrooms Bungalow,375000.0,4,2,0,1114.0,0.18,1962,Single Family,Residential Detached Single Family,Bungalow,13128 85 Street Nw,Killarney,Edmonton,Alberta,T5E 2Z6
3 Bedrooms 2 Bathrooms Bungalow,225000.0,3,2,3,723.0,0.0,1948,Single Family,Residential Detached Single Family,Bungalow,12923 118 Street Nw,Calder,Edmonton,Alberta,T5E 5L1
4 Bedrooms 2 Bathrooms Raised Bungalow,259900.0,4,2,0,813.0,0.0,1944,Single Family,Residential Detached Single Family,Raised Bungalow,10917 96 Street Nw,Mccauley,Edmonton,Alberta,T5H 2K4
5 Bedrooms 2 Bathrooms Bungalow,399000.0,5,2,0,1130.0,0.2,1965,Single Family,Residential Detached Single Family,Bungalow,7911 167 Street Nw,Elmwood,Edmonton,Alberta,T5R 2T4
4 Bedrooms 2 Bathrooms Bungalow,377900.0,4,2,0,1159.0,0.0,1961,Single Family,Residential Detached Single Family,Bungalow,9948 161 Street Nw,Glenwood,Edmonton,Alberta,T5P 3H7
2 Bedrooms 1 Bathrooms Bungalow,409900.0,2,1,4,897.0,0.18,1947,Single Family,Residential Detached Single Family,Bungalow,10130 143 Street Nw Nw,Grovenor,Edmonton,Alberta,T5N 2R9
2 Bedrooms 1 Bathrooms Bungalow,209900.0,2,1,0,831.0,0.0,1940,Single Family,Residential Detached Single Family,Bungalow,7403 132 Ave Nw Nw,Balwin,Edmonton,Alberta,T5C 3C6
3 Bedrooms 2 Bathrooms Bungalow,229900.0,3,2,0,964.0,0.0,1952,Single Family,Residential Detached Single Family,Bungalow,11923 70 Street Nw,Montrose,Edmonton,Alberta,T5B 1V1
4 Bedrooms 2 Bathrooms Bungalow,320000.0,4,2,6,995.0,0.12,1950,Single Family,Residential Detached Single Family,Bungalow,8003 73 Street Nw,King Edward Park,Edmonton,Alberta,T6B 1Z7
3 Bedrooms 2 Bathrooms Bungalow,319999.0,3,2,0,984.0,0.0,1954,Single Family,Residential Detached Single Family,Bungalow,12428 134 Street Nw,Dovercourt,Edmonton,Alberta,T5L 1V2
4 Bedrooms 2 Bathrooms Bungalow,449000.0,4,2,0,969.0,0.17,1949,Single Family,Residential Detached Single Family,Bungalow,11702 125 Street Nw,Inglewood,Edmonton,Alberta,T5M 0N6
5 Bedrooms 3 Bathrooms Bungalow,457500.0,5,3,2,1163.0,0.0,1973,Single Family,Residential Detached Single Family,Bungalow,14119 96 Street Nw,Northmount,Edmonton,Alberta,T5E 5Z3
3 Bedrooms 3 Bathrooms Bungalow,469000.0,3,3,0,1480.0,0.14,1962,Single Family,Residential Detached Single Family,Bungalow,8408 56 Street Nw,Kenilworth,Edmonton,Alberta,T6B 1H7
5 Bedrooms 2 Bathrooms Bungalow,335500.0,5,2,0,988.0,0.0,1968,Single Family,Residential Detached Single Family,Bungalow,9340 151 Street Nw,Sherwood,Edmonton,Alberta,T5R 1J9
5 Bedrooms 2 Bathrooms Bungalow,510000.0,5,2,0,1419.0,0.17,1958,Single Family,Residential Detached Single Family,Bungalow,9615 148 Street Nw,Crestwood,Edmonton,Alberta,T5N 3E3
